Date,Season,HomeTeam,AwayTeam,Over2.5,ModelProbabilityOver2.5,ImpliedProbability,ProbabilityDifference,ExpectedValue,B365>2.5
2022-08-27,2022_23,Brentford,Everton,0,0.6408550323468308,0.4854368932038835,0.15541813914294733,0.3201613666344716,2.06
2022-08-28,2022_23,Aston Villa,West Ham,0,0.7367655146866863,0.5235602094240838,0.2132053052626025,0.4072221330515706,1.91
2022-08-30,2022_23,Southampton,Chelsea,1,0.7358815052359016,0.5813953488372093,0.15448615639869223,0.26571618900575067,1.72
2022-08-31,2022_23,Arsenal,Aston Villa,1,0.8141350339793956,0.5813953488372093,0.23273968514218624,0.4003122584445604,1.72
2022-08-31,2022_23,Liverpool,Newcastle,1,0.7672080150354169,0.6666666666666666,0.10054134836875028,0.1508120225531253,1.5
2022-08-31,2022_23,Man City,Nott'm Forest,1,0.8958815071902404,0.819672131147541,0.0762093760426994,0.09297543877209336,1.22
2022-09-01,2022_23,Leicester,Man United,0,0.7081427811943202,0.6024096385542169,0.10573314264010325,0.17551701678257148,1.66
2022-09-03,2022_23,Brentford,Leeds,1,0.8285458850245624,0.5813953488372093,0.24715053618735305,0.4250989222422472,1.72
2022-09-03,2022_23,Tottenham,Fulham,1,0.7224934970938981,0.6211180124223602,0.1013754846715379,0.16321453032117605,1.61
2022-09-03,2022_23,Chelsea,West Ham,1,0.7427131480177722,0.5813953488372093,0.16131779918056288,0.2774666145905682,1.72
2022-09-04,2022_23,Man United,Arsenal,1,0.771099549046308,0.6024096385542169,0.16868991049209103,0.28002525141687107,1.66
2022-09-04,2022_23,Brighton,Leicester,1,0.8844911897827624,0.49751243781094534,0.3869787519718171,0.7778272914633524,2.01
2022-09-16,2022_23,Nott'm Forest,Fulham,1,0.7588488362349384,0.5181347150259068,0.24071412120903157,0.4645782539334311,1.93
2022-09-17,2022_23,Tottenham,Leicester,1,0.9704110261590622,0.6369426751592356,0.3334683509998265,0.5235453110697277,1.57
2022-09-17,2022_23,Wolves,Man City,1,0.8040348944618665,0.6369426751592356,0.16709221930263085,0.26233478430513046,1.57
2022-10-01,2022_23,Crystal Palace,Chelsea,1,0.744241838466703,0.47619047619047616,0.26805136227622683,0.5629078607800764,2.1
2022-10-01,2022_23,Arsenal,Tottenham,1,0.8939054135534348,0.5813953488372093,0.31251006471622544,0.5375173113119078,1.72
2022-10-01,2022_23,Liverpool,Brighton,1,0.8510849603170759,0.6535947712418301,0.19749018907524585,0.3021599892851261,1.53
2022-10-02,2022_23,Man City,Man United,1,0.9362536146857012,0.6944444444444444,0.2418091702412568,0.3482052051474098,1.44
2022-10-02,2022_23,Leeds,Aston Villa,0,0.6080636276630454,0.5555555555555556,0.05250807210748987,0.09451452979348174,1.8
2022-10-03,2022_23,Leicester,Nott'm Forest,1,0.6584782221088241,0.6024096385542169,0.0560685835546072,0.09307384870064794,1.66
2022-10-08,2022_23,Newcastle,Brentford,1,0.8919085069650831,0.5813953488372093,0.3105131581278737,0.5340826319799428,1.72
2022-10-08,2022_23,Brighton,Tottenham,0,0.7777656274122313,0.5319148936170213,0.24585073379521005,0.4621993795349948,1.88
2022-10-08,2022_23,Man City,Southampton,1,0.9024475472409391,0.8,0.10244754724093907,0.12805943405117381,1.25
2022-10-08,2022_23,Chelsea,Wolves,1,0.8026156085816206,0.53475935828877,0.26785625029285065,0.5008911880476306,1.87
2022-10-09,2022_23,Arsenal,Liverpool,1,0.9255376070698723,0.6369426751592356,0.2885949319106367,0.4530940430996997,1.57
2022-10-09,2022_23,Crystal Palace,Leeds,1,0.612848205502166,0.5376344086021505,0.0752137969000155,0.13989766223402889,1.86
2022-10-09,2022_23,Everton,Man United,1,0.6600442813760699,0.5319148936170213,0.12812938775904859,0.2408832489870112,1.88
2022-10-15,2022_23,Leicester,Crystal Palace,0,0.6268339899006223,0.5291005291005292,0.09773346080009315,0.1847162409121761,1.89
2022-10-15,2022_23,Tottenham,Everton,0,0.8453156571825947,0.5813953488372093,0.2639203083453854,0.45394293035406297,1.72
2022-10-15,2022_23,Fulham,Bournemouth,1,0.6958736399934685,0.5102040816326531,0.18566955836081545,0.36391233438719817,1.96
2022-10-16,2022_23,Leeds,Arsenal,0,0.8151931582541735,0.6211180124223602,0.1940751458318133,0.31246098478921946,1.61
2022-10-16,2022_23,Aston Villa,Chelsea,0,0.6248261648673616,0.4926108374384237,0.13221532742893793,0.268397114680744,2.03
2022-10-16,2022_23,Liverpool,Man City,0,0.8435017674414187,0.6944444444444444,0.14905732299697427,0.21464254511564285,1.44
2022-10-16,2022_23,Man United,Newcastle,0,0.7815815342922692,0.5813953488372093,0.20018618545505984,0.3443202389827029,1.72
2022-10-18,2022_23,Brighton,Nott'm Forest,0,0.7079088891250358,0.5813953488372093,0.12651354028782646,0.21760328929506145,1.72
2022-10-18,2022_23,Crystal Palace,Wolves,1,0.577246168285502,0.4,0.177246168285502,0.4431154207137551,2.5
2022-10-19,2022_23,Man United,Tottenham,0,0.8976757989103895,0.5813953488372093,0.3162804500731802,0.5440023741258699,1.72
2022-10-19,2022_23,Newcastle,Everton,0,0.6789185653177725,0.5208333333333334,0.15808523198443913,0.3035236454101231,1.92
2022-10-19,2022_23,Brentford,Chelsea,0,0.6395405293040283,0.5319148936170213,0.107625635687007,0.2023361950915732,1.88
2022-10-19,2022_23,Liverpool,West Ham,0,0.8457262513053309,0.6666666666666666,0.17905958463866423,0.26858937695799634,1.5
2022-10-20,2022_23,Fulham,Aston Villa,1,0.6827087641165087,0.5,0.18270876411650872,0.36541752823301743,2.0
2022-10-22,2022_23,Chelsea,Man United,0,0.7580188847319083,0.5235602094240838,0.2344586753078245,0.44781606983794475,1.91
2022-10-22,2022_23,Everton,Crystal Palace,1,0.6094967600929512,0.45454545454545453,0.15495130554749664,0.3408928722044926,2.2
2022-10-22,2022_23,Man City,Brighton,1,0.9306379313910766,0.6944444444444444,0.23619348694663223,0.3401186212031504,1.44
2022-10-23,2022_23,Leeds,Fulham,1,0.9220571698795796,0.5813953488372093,0.3406618210423703,0.585938332192877,1.72
2022-10-23,2022_23,Tottenham,Newcastle,1,0.9701866945515342,0.5208333333333334,0.4493533612182008,0.8627584535389454,1.92
2022-10-23,2022_23,Aston Villa,Brentford,1,0.723906555741874,0.5154639175257733,0.20844263821610076,0.40437871813923554,1.94
2022-10-29,2022_23,Crystal Palace,Southampton,0,0.6572884160832729,0.4854368932038835,0.17185152287938943,0.3540141371315422,2.06
2022-10-29,2022_23,Brentford,Wolves,0,0.6319142900084639,0.49751243781094534,0.13440185219751855,0.27014772291701217,2.01
2022-10-29,2022_23,Liverpool,Leeds,1,0.9688733993533084,0.7352941176470588,0.23357928170624964,0.31766782312049946,1.36
2022-10-29,2022_23,Brighton,Chelsea,1,0.7246965758724346,0.47619047619047616,0.24850609968195847,0.5218628093321127,2.1
2022-10-29,2022_23,Leicester,Man City,0,0.8736737375443611,0.6944444444444444,0.17922929309991664,0.2580901820638799,1.44
2022-10-29,2022_23,Newcastle,Aston Villa,1,0.7454956109499647,0.5154639175257733,0.2300316934241915,0.44626148524293163,1.94
2022-10-29,2022_23,Bournemouth,Tottenham,1,0.8117575494261247,0.5102040816326531,0.3015534677934716,0.5910447968752044,1.96
2022-10-30,2022_23,Arsenal,Nott'm Forest,1,0.8566859436784593,0.6666666666666666,0.19001927701179266,0.28502891551768883,1.5
2022-11-05,2022_23,Man City,Fulham,1,0.9307910204661015,0.78125,0.14954102046610152,0.19141250619660988,1.28
2022-11-05,2022_23,Wolves,Brighton,1,0.7609076276235911,0.47619047619047616,0.28471715143311493,0.5979060180095415,2.1
2022-11-05,2022_23,Nott'm Forest,Brentford,1,0.6542455349961592,0.4926108374384237,0.16163469755773552,0.32811843604220314,2.03
2022-11-05,2022_23,Leeds,Bournemouth,1,0.9686048765199594,0.5555555555555556,0.41304932096440383,0.7434887777359269,1.8
2022-11-06,2022_23,Chelsea,Arsenal,0,0.8590623153048081,0.5181347150259068,0.34092760027890134,0.6579902685382797,1.93
2022-11-06,2022_23,Tottenham,Liverpool,1,0.9286553046733643,0.6024096385542169,0.3262456661191474,0.5415678057577846,1.66
2022-11-06,2022_23,Southampton,Newcastle,1,0.7175719936352971,0.5128205128205129,0.20475148081478423,0.39926538758882923,1.95
2022-11-06,2022_23,West Ham,Crystal Palace,1,0.9135773406288137,0.47619047619047616,0.4373868644383375,0.9185124153205089,2.1
2022-11-06,2022_23,Aston Villa,Man United,1,0.7079670508741005,0.5154639175257733,0.19250313334832725,0.37345607869575503,1.94
2022-11-12,2022_23,West Ham,Leicester,0,0.8579889314401281,0.5025125628140703,0.3554763686260578,0.7073979735658549,1.99
2022-11-12,2022_23,Liverpool,Southampton,1,0.863959522264201,0.7142857142857143,0.14967380797848673,0.20954333116988133,1.4
2022-11-12,2022_23,Tottenham,Leeds,1,0.9168823895434159,0.6211180124223602,0.29576437712105574,0.4761806471648997,1.61
2022-11-12,2022_23,Bournemouth,Everton,1,0.6227456365785362,0.47619047619047616,0.14655516038806005,0.3077658368149261,2.1
2022-11-12,2022_23,Newcastle,Chelsea,0,0.7493587506503132,0.5050505050505051,0.24430824559980813,0.48373032628762025,1.98
2022-11-13,2022_23,Brighton,Aston Villa,1,0.6940844262603424,0.5102040816326531,0.18388034462768932,0.360405475470271,1.96
2022-12-26,2022_23,Southampton,Brighton,1,0.6469806444179164,0.5154639175257733,0.1315167268921431,0.25514245017075776,1.94
2022-12-26,2022_23,Arsenal,West Ham,1,0.943056338158859,0.5780346820809249,0.36502165607793413,0.6314874650148261,1.73
2022-12-26,2022_23,Leicester,Newcastle,1,0.7441038004607805,0.5376344086021505,0.20646939185863,0.3840330688570519,1.86
2022-12-26,2022_23,Aston Villa,Liverpool,1,0.89653805936664,0.5988023952095809,0.2977356641570591,0.49721855914228863,1.67
2022-12-26,2022_23,Brentford,Tottenham,1,0.7631073576692602,0.5555555555555556,0.2075518021137046,0.3735932438046683,1.8
2022-12-27,2022_23,Man United,Nott'm Forest,1,0.8484442594872975,0.5988023952095809,0.24964186427771662,0.4169019133437868,1.67
2022-12-28,2022_23,Leeds,Man City,1,0.792345054636862,0.6944444444444444,0.09790061019241758,0.1409768786770813,1.44
2022-12-30,2022_23,West Ham,Brentford,0,0.7843472476645851,0.5050505050505051,0.27929674261408,0.5530075503758785,1.98
2022-12-31,2022_23,Brighton,Arsenal,1,0.5909447513493098,0.5291005291005292,0.06184422224878061,0.11688558005019556,1.89
2022-12-31,2022_23,Newcastle,Leeds,0,0.8079649275849283,0.6172839506172839,0.1906809769676444,0.3089031826875839,1.62
2022-12-31,2022_23,Man City,Everton,0,0.8291801435945857,0.7352941176470588,0.09388602594752693,0.12768499528863653,1.36
2023-01-01,2022_23,Tottenham,Aston Villa,0,0.7380846175463138,0.5555555555555556,0.18252906199075825,0.32855231158336484,1.8
2023-01-01,2022_23,Nott'm Forest,Chelsea,0,0.7091067759689933,0.49504950495049505,0.21405727101849825,0.43239568745736645,2.02
2023-01-02,2022_23,Brentford,Liverpool,1,0.7380876043412662,0.6369426751592356,0.10114492918203055,0.15879753881578806,1.57
2023-01-03,2022_23,Everton,Brighton,1,0.724004608135323,0.49504950495049505,0.22895510318482792,0.46248930843335234,2.02
2023-01-03,2022_23,Man United,Bournemouth,1,0.7982672696901947,0.6535947712418301,0.1446724984483646,0.22134892262599792,1.53
2023-01-03,2022_23,Arsenal,Newcastle,0,0.7644257386406003,0.5555555555555556,0.20887018308504468,0.3759663295530804,1.8
2023-01-03,2022_23,Leicester,Fulham,0,0.7598734249859831,0.5780346820809249,0.1818387429050582,0.3145810252257508,1.73
2023-01-04,2022_23,Crystal Palace,Tottenham,1,0.7339490666080364,0.5208333333333334,0.213115733274703,0.40918220788742987,1.92
2023-01-04,2022_23,Leeds,West Ham,1,0.6837413312934009,0.5555555555555556,0.1281857757378453,0.23073439632812165,1.8
2023-01-04,2022_23,Aston Villa,Wolves,0,0.5490911457757913,0.4807692307692307,0.0683219150065606,0.14210958321364608,2.08
2023-01-05,2022_23,Chelsea,Man City,0,0.7042388381385859,0.5555555555555556,0.14868328258303032,0.2676299086494547,1.8
2023-01-14,2022_23,Man United,Man City,1,0.9147049945273258,0.5780346820809249,0.3366703124464009,0.5824396405322736,1.73
2023-01-14,2022_23,Nott'm Forest,Leicester,0,0.7499163539451725,0.4926108374384237,0.2573055165067488,0.5223301985087001,2.03
2023-01-15,2022_23,Chelsea,Crystal Palace,0,0.6794108979246186,0.49504950495049505,0.18436139297412357,0.37241001380772953,2.02
2023-01-15,2022_23,Tottenham,Arsenal,0,0.6759398143891528,0.5555555555555556,0.12038425883359727,0.21669166590047517,1.8
2023-01-15,2022_23,Newcastle,Fulham,0,0.7886206322139901,0.5780346820809249,0.21058595013306525,0.36431369373020295,1.73
2023-01-19,2022_23,Man City,Tottenham,1,0.8226058758507909,0.6535947712418301,0.16901110460896085,0.25858699005171015,1.53
2023-01-21,2022_23,Bournemouth,Nott'm Forest,0,0.6804375462009503,0.4347826086956522,0.2456549375052981,0.5650063562621856,2.3
2023-01-21,2022_23,Leicester,Brighton,1,0.7141574847509974,0.5376344086021505,0.17652307614884688,0.3283329216368551,1.86
2023-01-22,2022_23,Leeds,Brentford,0,0.651234870241975,0.5988023952095809,0.05243247503239412,0.08756223330409818,1.67
2023-01-22,2022_23,Arsenal,Man United,1,0.8539729078244901,0.5780346820809249,0.2759382257435652,0.47737313053636776,1.73
2023-01-22,2022_23,Man City,Wolves,1,0.8893088755938646,0.6666666666666666,0.222642208927198,0.3339633133907969,1.5
2023-02-04,2022_23,Newcastle,West Ham,0,0.952197687060164,0.5,0.45219768706016406,0.9043953741203281,2.0
2023-02-04,2022_23,Man United,Crystal Palace,1,0.683127241691481,0.5319148936170213,0.1512123480744597,0.28427921437998416,1.88
2023-02-04,2022_23,Brentford,Southampton,1,0.8187372533158401,0.49019607843137253,0.3285411748844676,0.670223996764314,2.04
2023-02-04,2022_23,Aston Villa,Leicester,1,0.7290455532749016,0.5154639175257733,0.21358163574912836,0.4143483733533091,1.94
2023-02-08,2022_23,Man United,Leeds,1,0.9663383220525823,0.6369426751592356,0.32939564689334666,0.5171511656225543,1.57
2023-02-11,2022_23,Fulham,Nott'm Forest,0,0.8489532344646576,0.47619047619047616,0.3727627582741815,0.7828017923757811,2.1
2023-02-11,2022_23,Arsenal,Brentford,0,0.7336974805406052,0.5780346820809249,0.15566279845968034,0.2692966413352471,1.73
2023-02-11,2022_23,Leicester,Tottenham,1,0.8657592956417793,0.5780346820809249,0.28772461356085444,0.4977635814602783,1.73
2023-02-11,2022_23,West Ham,Chelsea,0,0.6356453347709792,0.45454545454545453,0.18109988022552465,0.39841973649615436,2.2
2023-02-12,2022_23,Man City,Aston Villa,1,0.7901139221976989,0.6666666666666666,0.12344725553103231,0.1851708832965484,1.5
2023-02-12,2022_23,Leeds,Man United,0,0.8511945819170991,0.5988023952095809,0.2523921867075182,0.4214949518015554,1.67
2023-02-13,2022_23,Liverpool,Everton,0,0.6334254671432662,0.5780346820809249,0.0553907850623413,0.0958260581578505,1.73
2023-02-15,2022_23,Arsenal,Man City,1,0.7613581341930844,0.5319148936170213,0.22944324057606313,0.43135329228299857,1.88
2023-02-18,2022_23,Aston Villa,Arsenal,1,0.5683309376006503,0.49504950495049505,0.0732814326501553,0.14802849395331363,2.02
2023-02-18,2022_23,Newcastle,Liverpool,0,0.7175873732338571,0.5555555555555556,0.16203181767830155,0.2916572718209429,1.8
2023-02-18,2022_23,Nott'm Forest,Man City,0,0.7997211988833748,0.6172839506172839,0.18243724826609087,0.2955483421910672,1.62
2023-02-18,2022_23,Chelsea,Southampton,0,0.8039594099000519,0.5050505050505051,0.2989089048495468,0.5918396316021026,1.98
2023-02-18,2022_23,Brentford,Crystal Palace,0,0.5681425009907777,0.47619047619047616,0.09195202480030151,0.19309925208063317,2.1
2023-02-19,2022_23,Man United,Leicester,1,0.8680000175098044,0.6172839506172839,0.25071606689252046,0.4061600283658833,1.62
2023-02-19,2022_23,Tottenham,West Ham,0,0.5864740830719025,0.5319148936170213,0.05455918945488125,0.1025712761751767,1.88
2023-02-25,2022_23,Bournemouth,Man City,1,0.859447788419355,0.6369426751592356,0.22250511326011935,0.3493330278183875,1.57
2023-02-25,2022_23,West Ham,Nott'm Forest,1,0.5429983659967421,0.45454545454545453,0.08845291145128759,0.19459640519283283,2.2
2023-02-26,2022_23,Tottenham,Chelsea,0,0.5896825612769933,0.4807692307692307,0.10891333050776253,0.22653972745614603,2.08
2023-03-01,2022_23,Arsenal,Everton,1,0.6433705609822534,0.5405405405405405,0.10283002044171297,0.19023553781716895,1.85
2023-03-01,2022_23,Liverpool,Wolves,0,0.6939180320785104,0.5780346820809249,0.11588334999758554,0.20047819549582302,1.73
2023-03-04,2022_23,Brighton,West Ham,1,0.5725269370719154,0.5128205128205129,0.05970642425140249,0.11642752729023487,1.95
2023-03-04,2022_23,Chelsea,Leeds,0,0.6138619881339055,0.5128205128205129,0.10104147531339258,0.19703087686111553,1.95
2023-03-04,2022_23,Arsenal,Bournemouth,1,0.8444033016556689,0.6369426751592356,0.20746062649643326,0.32571318359940027,1.57
2023-03-04,2022_23,Aston Villa,Crystal Palace,0,0.6461024017815621,0.4347826086956522,0.21131979308590987,0.48603552409759265,2.3
2023-03-04,2022_23,Man City,Newcastle,0,0.9170673536247907,0.5780346820809249,0.33903267154386585,0.5865265217708879,1.73
2023-03-05,2022_23,Nott'm Forest,Everton,1,0.6154579078700549,0.4,0.21545790787005492,0.5386447696751373,2.5
2023-03-05,2022_23,Liverpool,Man United,1,0.9086678062127193,0.5988023952095809,0.30986541100313836,0.5174752363752411,1.67
2023-03-06,2022_23,Brentford,Fulham,1,0.8590879270702788,0.5154639175257733,0.34362400954450556,0.6666305785163409,1.94
2023-03-11,2022_23,Tottenham,Nott'm Forest,1,0.7203358713530493,0.5319148936170213,0.18842097773602806,0.3542314381437326,1.88
2023-03-11,2022_23,Bournemouth,Liverpool,0,0.8338060172056762,0.6172839506172839,0.21652206658839224,0.35076574787319537,1.62
2023-03-12,2022_23,Man United,Southampton,0,0.8633537168415072,0.6172839506172839,0.24606976622422327,0.39863302128324185,1.62
2023-03-12,2022_23,West Ham,Aston Villa,0,0.721154845839583,0.4807692307692307,0.24038561507035228,0.5000020793463327,2.08
2023-03-12,2022_23,Fulham,Arsenal,1,0.7717092724350924,0.5405405405405405,0.2311687318945519,0.427662154004921,1.85
2023-03-12,2022_23,Newcastle,Wolves,1,0.5945922882763154,0.45454545454545453,0.14004683373086085,0.30810303420789387,2.2
2023-03-15,2022_23,Brighton,Crystal Palace,0,0.6248056856434221,0.5181347150259068,0.10667097061751529,0.2058749732918046,1.93
2023-03-15,2022_23,Southampton,Brentford,0,0.6484411120965204,0.47619047619047616,0.17225063590604428,0.36172633540269294,2.1
2023-03-17,2022_23,Nott'm Forest,Newcastle,1,0.8425440918959816,0.48309178743961356,0.359452304456368,0.7440662702246816,2.07
2023-03-18,2022_23,Brentford,Leicester,0,0.8366472952940276,0.5291005291005292,0.3075467661934984,0.5812633881057121,1.89
2023-03-18,2022_23,Aston Villa,Bournemouth,1,0.702210145195713,0.5076142131979695,0.1945959319977435,0.3833539860355546,1.97
2023-03-18,2022_23,Wolves,Leeds,1,0.7488693309334407,0.45454545454545453,0.2943238763879861,0.6475125280535696,2.2
2023-03-18,2022_23,Southampton,Tottenham,1,0.8590684888723338,0.4854368932038835,0.3736315956684503,0.7696810870770077,2.06
2023-03-19,2022_23,Arsenal,Crystal Palace,1,0.77217613091988,0.5780346820809249,0.19414144883895512,0.33586470649139244,1.73
2023-04-01,2022_23,Man City,Liverpool,1,0.864955921631843,0.5988023952095809,0.2661535264222621,0.44447638912517773,1.67
2023-04-01,2022_23,Bournemouth,Fulham,1,0.7183695424971837,0.5,0.21836954249718366,0.4367390849943673,2.0
2023-04-01,2022_23,Arsenal,Leeds,1,0.8318336315465474,0.6535947712418301,0.17823886030471736,0.27270545626621767,1.53
2023-04-01,2022_23,Brighton,Brentford,1,0.7326935995722219,0.5780346820809249,0.154658917491297,0.2675599272599438,1.73
2023-04-01,2022_23,Chelsea,Aston Villa,0,0.636713958370614,0.5076142131979695,0.12909974517264444,0.2543264979901094,1.97
2023-04-01,2022_23,Nott'm Forest,Wolves,0,0.5076369275356831,0.42016806722689076,0.08746886030879236,0.20817588753492577,2.38
2023-04-02,2022_23,Newcastle,Man United,0,0.682265300576551,0.5128205128205129,0.1694447877560381,0.3304173361242744,1.95
2023-04-03,2022_23,Everton,Tottenham,0,0.6551177171434056,0.47619047619047616,0.17892724095292944,0.37574720600115175,2.1
2023-04-05,2022_23,West Ham,Newcastle,1,0.9430592147038648,0.47619047619047616,0.4668687385133886,0.9804243508781161,2.1
2023-04-05,2022_23,Man United,Brentford,0,0.7752361142161381,0.5780346820809249,0.19720143213521324,0.34115847759391893,1.73
2023-04-08,2022_23,Tottenham,Brighton,1,0.7293438235108978,0.5405405405405405,0.1888032829703573,0.34928607349516083,1.85
2023-04-08,2022_23,Aston Villa,Nott'm Forest,0,0.7047299700010212,0.5154639175257733,0.18926605247524797,0.3671761418019812,1.94
2023-04-08,2022_23,Wolves,Chelsea,0,0.7633010082610862,0.45454545454545453,0.3087555537156316,0.6792622181743897,2.2
2023-04-08,2022_23,Man United,Everton,0,0.7574201829535563,0.5376344086021505,0.21978577435140578,0.4088015402936147,1.86
2023-04-08,2022_23,Brentford,Newcastle,1,0.9224416614018646,0.4926108374384237,0.42983082396344086,0.8725565726457849,2.03
2023-04-09,2022_23,Liverpool,Arsenal,1,0.9185411693900036,0.6172839506172839,0.3012572187727197,0.48803669441180597,1.62
2023-04-09,2022_23,Leeds,Crystal Palace,1,0.6558789123836899,0.47619047619047616,0.17968843619321373,0.37734571600574873,2.1
2023-04-15,2022_23,Tottenham,Bournemouth,1,0.9525869173129763,0.5988023952095809,0.3537845221033954,0.5908201519126703,1.67
2023-04-15,2022_23,Everton,Fulham,1,0.5318391903147962,0.45454545454545453,0.07729373576934168,0.17004621869255176,2.2
2023-04-15,2022_23,Aston Villa,Newcastle,1,0.7347338211708531,0.48309178743961356,0.2516420337312395,0.5208990098236657,2.07
2023-04-15,2022_23,Wolves,Brentford,0,0.6698628306077823,0.45454545454545453,0.21531737606232776,0.4736982273371211,2.2
2023-04-15,2022_23,Chelsea,Brighton,1,0.6048393787895844,0.5154639175257733,0.08937546126381113,0.17338839485179358,1.94
2023-04-15,2022_23,Man City,Leicester,1,0.9548743962457401,0.7518796992481203,0.20299469699761985,0.26998294700683445,1.33
2023-04-16,2022_23,Nott'm Forest,Man United,0,0.673380761886837,0.5555555555555556,0.11782520633128146,0.21208537139630668,1.8
2023-04-16,2022_23,West Ham,Arsenal,1,0.8429602673902525,0.5555555555555556,0.28740471183469696,0.5173284813024546,1.8
2023-04-17,2022_23,Leeds,Liverpool,1,0.9143262668098154,0.6369426751592356,0.2773835916505798,0.4354922388914102,1.57
2023-04-21,2022_23,Arsenal,Southampton,1,0.8356053836144443,0.6666666666666666,0.16893871694777762,0.2534080754216663,1.5
2023-04-22,2022_23,Crystal Palace,Everton,0,0.6258011175344882,0.4347826086956522,0.19101850883883598,0.4393425703293228,2.3
2023-04-22,2022_23,Fulham,Leeds,1,0.8540925949205426,0.5208333333333334,0.3332592615872092,0.6398577822474416,1.92
2023-04-22,2022_23,Brentford,Aston Villa,0,0.7870942993503105,0.5,0.2870942993503105,0.574188598700621,2.0
2023-04-23,2022_23,Newcastle,Tottenham,1,0.9246707865365702,0.5376344086021505,0.3870363779344197,0.7198876629580206,1.86
2023-04-25,2022_23,Aston Villa,Fulham,0,0.8269310018899814,0.5524861878453039,0.27444481404467747,0.49674511342086625,1.81
2023-04-25,2022_23,Wolves,Crystal Palace,0,0.6482859541670195,0.4,0.24828595416701948,0.6207148854175488,2.5
2023-04-26,2022_23,West Ham,Liverpool,1,0.7333216208417848,0.5988023952095809,0.13451922563220386,0.22464710680578048,1.67
2023-04-26,2022_23,Man City,Arsenal,1,0.8481604077585436,0.6172839506172839,0.2308764571412597,0.37401986056884073,1.62
2023-04-27,2022_23,Everton,Newcastle,1,0.5606872073580127,0.5,0.060687207358012696,0.12137441471602539,2.0
2023-04-27,2022_23,Tottenham,Man United,1,0.9093731856355742,0.5988023952095809,0.31057079042599334,0.5186532200114089,1.67
2023-04-29,2022_23,Brentford,Nott'm Forest,1,0.7239631313405525,0.5025125628140703,0.22145056852648215,0.44068663136769937,1.99
2023-04-29,2022_23,Crystal Palace,West Ham,1,0.8550047875982533,0.45454545454545453,0.40045933305279874,0.8810105327161573,2.2
2023-04-29,2022_23,Brighton,Wolves,1,0.8677285869051995,0.5405405405405405,0.32718804636465904,0.6052978857746192,1.85
2023-04-30,2022_23,Man United,Aston Villa,0,0.8343941681322328,0.5988023952095809,0.23559177292265188,0.39343826078082866,1.67
2023-04-30,2022_23,Newcastle,Southampton,1,0.8527812904279478,0.5780346820809249,0.2747466083470229,0.4753116324403497,1.73
2023-04-30,2022_23,Bournemouth,Leeds,1,0.9687945278689601,0.5555555555555556,0.41323897231340456,0.7438301501641282,1.8
2023-04-30,2022_23,Fulham,Man City,1,0.7798227803904703,0.6535947712418301,0.12622800914864019,0.19312885399741941,1.53
2023-04-30,2022_23,Liverpool,Tottenham,1,0.9353092799005243,0.6666666666666666,0.26864261323385763,0.4029639198507864,1.5
2023-05-02,2022_23,Arsenal,Chelsea,1,0.8995391003812487,0.5780346820809249,0.32150441830032384,0.5562026436595604,1.73
2023-05-03,2022_23,Liverpool,Fulham,0,0.8728329381360254,0.6944444444444444,0.17838849369158094,0.2568794309158764,1.44
2023-05-03,2022_23,Man City,West Ham,1,0.9014036961117806,0.6944444444444444,0.2069592516673362,0.298021322400964,1.44
2023-05-04,2022_23,Brighton,Man United,0,0.7827213150639539,0.6369426751592356,0.1457786399047183,0.22887246465040767,1.57
2023-05-06,2022_23,Man City,Leeds,1,0.9439332798321757,0.7692307692307692,0.1747025106014065,0.2271132637818285,1.3
2023-05-06,2022_23,Liverpool,Brentford,0,0.8995909095854423,0.6666666666666666,0.23292424291877567,0.3493863643781634,1.5
2023-05-06,2022_23,Wolves,Aston Villa,0,0.6716653263131822,0.45454545454545453,0.21711987176772768,0.4776637178890011,2.2
2023-05-06,2022_23,Tottenham,Crystal Palace,0,0.7857062117706188,0.5780346820809249,0.20767152968969393,0.3592717463631705,1.73
2023-05-08,2022_23,Nott'm Forest,Southampton,1,0.6028283193258535,0.4926108374384237,0.11021748188742975,0.22374148823148232,2.03
2023-05-08,2022_23,Brighton,Everton,1,0.9051391281310921,0.6369426751592356,0.26819645297185646,0.4210684311658146,1.57
2023-05-08,2022_23,Fulham,Leicester,1,0.6523653272992941,0.5376344086021505,0.11473091869714358,0.21339950877668712,1.86
2023-05-13,2022_23,Man United,Wolves,0,0.6595139205893613,0.5988023952095809,0.06071152537978042,0.10138824738423335,1.67
2023-05-13,2022_23,Aston Villa,Tottenham,1,0.8645398501945013,0.5780346820809249,0.2865051681135764,0.4956539408364873,1.73
2023-05-14,2022_23,Arsenal,Brighton,1,0.7476426261899742,0.6535947712418301,0.09404785494814416,0.1438932180706607,1.53
2023-05-14,2022_23,Brentford,West Ham,0,0.7537057378442261,0.5,0.2537057378442261,0.5074114756884522,2.0
2023-05-18,2022_23,Newcastle,Brighton,1,0.7887444012863312,0.6172839506172839,0.17146045066904725,0.27776593008385664,1.62
2023-05-20,2022_23,Wolves,Everton,0,0.6343072618410381,0.47619047619047616,0.15811678565056198,0.3320452498661801,2.1
2023-05-20,2022_23,Liverpool,Aston Villa,0,0.9270656219136024,0.6535947712418301,0.27347085067177235,0.41841040152781184,1.53
