Date,Season,HomeTeam,AwayTeam,Over2.5,ModelProbabilityOver2.5,ImpliedProbability,ProbabilityDifference,ExpectedValue,B365>2.5
2021-10-18,2021_22,Arsenal,Crystal Palace,1,0.7965475957668253,0.5076142131979695,0.2889333825688558,0.5691987636606459,1.97
2021-10-22,2021_22,Arsenal,Aston Villa,1,0.6616860218842723,0.5813953488372093,0.08029067304706294,0.1380999576409483,1.72
2021-10-23,2021_22,Everton,Watford,1,0.8880429447304362,0.5,0.3880429447304362,0.7760858894608724,2.0
2021-10-23,2021_22,Brighton,Man City,1,0.8270120869925981,0.5555555555555556,0.2714565314370425,0.4886217565866766,1.8
2021-10-23,2021_22,Leeds,Wolves,0,0.6766929684987812,0.5263157894736842,0.15037717902509706,0.2857166401476843,1.9
2021-10-23,2021_22,Southampton,Burnley,1,0.5932657190061206,0.5263157894736842,0.06694992953243639,0.12720486611162896,1.9
2021-10-23,2021_22,Chelsea,Norwich,1,0.9841502846527702,0.6024096385542169,0.3817406460985533,0.6336894725235984,1.66
2021-10-24,2021_22,Man United,Liverpool,1,0.8410391594018185,0.6535947712418301,0.18744438815998843,0.28678991388478225,1.53
2021-10-24,2021_22,West Ham,Tottenham,0,0.6485066667648672,0.5813953488372093,0.0671113179276579,0.1154314668355716,1.72
2021-10-30,2021_22,Liverpool,Brighton,1,0.8349724894696242,0.6535947712418301,0.18137771822779414,0.27750790888852506,1.53
2021-10-30,2021_22,Man City,Crystal Palace,0,0.8801063439577272,0.6944444444444444,0.18566189951328282,0.2673531352991272,1.44
2021-10-30,2021_22,Tottenham,Man United,1,0.8632224943395633,0.5813953488372093,0.281827145502354,0.4847426902640488,1.72
2021-10-30,2021_22,Burnley,Brentford,1,0.5139543121675472,0.45454545454545453,0.05940885762209264,0.13069948676860377,2.2
2021-10-31,2021_22,Aston Villa,West Ham,1,0.8022421174873616,0.5555555555555556,0.24668656193180605,0.4440358114772509,1.8
2021-11-06,2021_22,Chelsea,Burnley,0,0.8822177539787285,0.5813953488372093,0.30082240514151914,0.5174145368434129,1.72
2021-11-06,2021_22,Brentford,Norwich,1,0.6600203900805454,0.5,0.16002039008054536,0.3200407801610907,2.0
2021-11-06,2021_22,Brighton,Newcastle,0,0.5840026774865471,0.5263157894736842,0.057686888012862925,0.1096050872244394,1.9
2021-11-06,2021_22,Crystal Palace,Wolves,0,0.618544403990341,0.42194092827004215,0.1966034757202989,0.4659502374571083,2.37
2021-11-06,2021_22,Man United,Man City,0,0.7864199689310536,0.6369426751592356,0.14947729377181795,0.2346793512217542,1.57
2021-11-07,2021_22,West Ham,Liverpool,1,0.7251485971575137,0.6666666666666666,0.058481930490847045,0.08772289573627057,1.5
2021-11-07,2021_22,Everton,Tottenham,0,0.6744912767759924,0.5,0.1744912767759924,0.3489825535519848,2.0
2021-11-07,2021_22,Arsenal,Watford,0,0.7636286243919825,0.6369426751592356,0.1266859492327469,0.1988969402954126,1.57
2021-11-20,2021_22,Liverpool,Arsenal,1,0.8359754703291625,0.6666666666666666,0.1693088036624959,0.25396320549374374,1.5
2021-11-20,2021_22,Newcastle,Brentford,1,0.7246955438827706,0.5,0.22469554388277058,0.44939108776554115,2.0
2021-11-20,2021_22,Leicester,Chelsea,1,0.6588004231766457,0.4926108374384237,0.16618958573822196,0.3373648590485905,2.03
2021-11-20,2021_22,Aston Villa,Brighton,0,0.5990619314088889,0.47619047619047616,0.1228714552184127,0.25803005595866657,2.1
2021-11-20,2021_22,Burnley,Crystal Palace,1,0.559536383490969,0.45454545454545453,0.10499092894551448,0.23098004368013192,2.2
2021-11-21,2021_22,Tottenham,Leeds,1,0.9025503182576623,0.5813953488372093,0.32115496942045296,0.552386547403179,1.72
2021-11-21,2021_22,Man City,Everton,1,0.797612405739054,0.6666666666666666,0.13094573907238738,0.19641860860858107,1.5
2021-11-27,2021_22,Crystal Palace,Aston Villa,1,0.8131516767671506,0.48309178743961356,0.33005988932753705,0.6832239709080017,2.07
2021-11-27,2021_22,Liverpool,Southampton,1,0.8654941375249237,0.7142857142857143,0.15120842323920936,0.21169179253489312,1.4
2021-11-28,2021_22,Chelsea,Man United,0,0.7243330063608986,0.5555555555555556,0.168777450805343,0.3037994114496174,1.8
2021-11-28,2021_22,Leicester,Watford,1,0.9664347945980578,0.6024096385542169,0.3640251560438409,0.6042817590327758,1.66
2021-11-28,2021_22,Man City,West Ham,1,0.8390268715078615,0.6666666666666666,0.17236020484119485,0.2585403072617922,1.5
2021-12-01,2021_22,Aston Villa,Man City,1,0.7181317874743265,0.6211180124223602,0.09701377505196629,0.15619217783366568,1.61
2021-12-01,2021_22,West Ham,Brighton,0,0.6200839155806956,0.4854368932038835,0.13464702237681214,0.27737286609623313,2.06
2021-12-01,2021_22,Southampton,Leicester,1,0.6714192286978266,0.5813953488372093,0.09002387986061722,0.15484107336026165,1.72
2021-12-02,2021_22,Tottenham,Brentford,0,0.7578981885359731,0.5208333333333334,0.23706485520263976,0.4551645219890683,1.92
2021-12-04,2021_22,Southampton,Brighton,0,0.7780367574392378,0.45454545454545453,0.3234913028937833,0.7116808663663234,2.2
2021-12-04,2021_22,West Ham,Chelsea,1,0.6955891648708116,0.5,0.19558916487081157,0.39117832974162314,2.0
2021-12-04,2021_22,Watford,Man City,1,0.9125303952445125,0.6944444444444444,0.2180859508000681,0.3140437691520981,1.44
2021-12-04,2021_22,Wolves,Liverpool,0,0.675413162784224,0.6024096385542169,0.07300352423000711,0.12118585022181194,1.66
2021-12-05,2021_22,Leeds,Brentford,1,0.7955271534305234,0.5102040816326531,0.2853230717978703,0.5592332207238258,1.96
2021-12-05,2021_22,Tottenham,Norwich,1,0.8643037897407767,0.53475935828877,0.32954443145200674,0.6162480868152524,1.87
2021-12-10,2021_22,Brentford,Watford,1,0.5579173031517124,0.49751243781094534,0.060404865340767055,0.12141377933494191,2.01
2021-12-11,2021_22,Man City,Wolves,0,0.8980132987109352,0.6535947712418301,0.24441852746910508,0.37396034702773084,1.53
2021-12-11,2021_22,Liverpool,Aston Villa,0,0.9197958238236554,0.7142857142857143,0.20551010953794113,0.28771415335311756,1.4
2021-12-11,2021_22,Arsenal,Southampton,1,0.8357338366129082,0.5555555555555556,0.28017828105735265,0.5043209059032348,1.8
2021-12-12,2021_22,Crystal Palace,Everton,1,0.6380615885506032,0.4347826086956522,0.20327897985495103,0.46754165366638745,2.3
2021-12-12,2021_22,Leicester,Newcastle,1,0.6977057642582981,0.6369426751592356,0.06076308909906247,0.09539804988552802,1.57
2021-12-14,2021_22,Man City,Leeds,1,0.9146301813718843,0.7352941176470588,0.17933606372482558,0.24389704666576284,1.36
2021-12-15,2021_22,Brighton,Wolves,0,0.771918224155868,0.4,0.37191822415586795,0.9297955603896699,2.5
2021-12-15,2021_22,Crystal Palace,Southampton,1,0.5734916063949339,0.47619047619047616,0.09730113020445774,0.20433237342936117,2.1
2021-12-15,2021_22,Arsenal,West Ham,0,0.9276104556420123,0.5405405405405405,0.3870699151014718,0.7160793429377228,1.85
2021-12-16,2021_22,Chelsea,Everton,0,0.6868647326058895,0.5813953488372093,0.1054693837686802,0.1814073400821299,1.72
2021-12-18,2021_22,Leeds,Arsenal,1,0.7931034276878159,0.5813953488372093,0.2117080788506066,0.36413789562304344,1.72
2021-12-19,2021_22,Wolves,Chelsea,0,0.7920913328508176,0.47619047619047616,0.3159008566603414,0.6633917989867169,2.1
2021-12-19,2021_22,Tottenham,Liverpool,1,0.9276435948605548,0.6024096385542169,0.3252339563063379,0.5398883674685209,1.66
2021-12-19,2021_22,Newcastle,Man City,1,0.8069607732734863,0.5588164061943498,0.24814436707913645,0.444053475038517,1.789496494582537
2021-12-26,2021_22,Tottenham,Crystal Palace,1,0.7867847372242105,0.5128205128205129,0.2739642244036976,0.5342302375872103,1.95
2021-12-26,2021_22,Man City,Leicester,1,0.9341127448210004,0.7352941176470588,0.1988186271739416,0.27039333295656065,1.36
2021-12-26,2021_22,Aston Villa,Chelsea,1,0.5446057933170043,0.48780487804878053,0.056800915268223784,0.1164418762998587,2.05
2021-12-28,2021_22,Crystal Palace,Norwich,1,0.572170416379714,0.45454545454545453,0.11762496183425947,0.25877491603537095,2.2
2021-12-28,2021_22,Southampton,Tottenham,0,0.938546828341393,0.5128205128205129,0.42572631552088014,0.8301663152657164,1.95
2021-12-29,2021_22,Chelsea,Brighton,0,0.7719473122109837,0.5181347150259068,0.25381259718507687,0.4898583125671985,1.93
2022-01-01,2021_22,Crystal Palace,West Ham,1,0.9204022925225377,0.53475935828877,0.3856429342337677,0.7211522870171456,1.87
2022-01-01,2021_22,Arsenal,Man City,1,0.8535918436527361,0.6369426751592356,0.21664916849350047,0.3401391945347958,1.57
2022-01-02,2021_22,Brentford,Aston Villa,1,0.7189763542633402,0.5,0.21897635426334017,0.43795270852668033,2.0
2022-01-02,2021_22,Everton,Brighton,1,0.6494548974990786,0.45454545454545453,0.19490944295362406,0.42880077449797294,2.2
2022-01-11,2021_22,Southampton,Brentford,1,0.7425584374592835,0.4854368932038835,0.2571215442554,0.5296703811661241,2.06
2022-01-12,2021_22,West Ham,Norwich,0,0.7213685133471773,0.6024096385542169,0.11895887479296041,0.19747173215631442,1.66
2022-01-15,2021_22,Wolves,Southampton,1,0.5183513224981438,0.4,0.11835132249814373,0.2958783062453594,2.5
2022-01-15,2021_22,Man City,Chelsea,0,0.8459598598251424,0.5405405405405405,0.305419319284602,0.5650257406765136,1.85
2022-01-15,2021_22,Aston Villa,Man United,1,0.65303328507796,0.5291005291005292,0.12393275597743081,0.23423290879734426,1.89
2022-01-16,2021_22,West Ham,Leeds,1,0.8242813837662505,0.6211180124223602,0.2031633713438903,0.32709302786366345,1.61
2022-01-16,2021_22,Liverpool,Brentford,1,0.8911309214826415,0.6024096385542169,0.2887212829284246,0.47927732966118475,1.66
2022-01-18,2021_22,Brighton,Chelsea,0,0.6606277719951024,0.47619047619047616,0.1844372958046262,0.3873183211897151,2.1
2022-01-19,2021_22,Leicester,Tottenham,1,0.9379615643624881,0.5813953488372093,0.3565662155252788,0.6132938907034795,1.72
2022-01-19,2021_22,Brentford,Man United,1,0.6911663842147513,0.5181347150259068,0.1730316691888445,0.33395112153446993,1.93
2022-01-21,2021_22,Watford,Norwich,1,0.6307028122502951,0.5154639175257733,0.11523889472452187,0.22356345576557257,1.94
2022-01-22,2021_22,Southampton,Man City,0,0.7900253292567911,0.6944444444444444,0.09558088481234672,0.1376364741297793,1.44
2022-01-22,2021_22,Brentford,Wolves,1,0.6703186961406843,0.4,0.27031869614068427,0.6757967403517107,2.5
2022-01-23,2021_22,Crystal Palace,Liverpool,1,0.6323871063507778,0.5813953488372093,0.050991757513568436,0.08770582292333784,1.72
2022-01-23,2021_22,Leicester,Brighton,0,0.8491972574213403,0.5050505050505051,0.34414675237083525,0.6814105696942538,1.98
2022-01-23,2021_22,Arsenal,Burnley,0,0.6632523951388628,0.5555555555555556,0.10769683958330722,0.19385431124995312,1.8
2022-02-08,2021_22,West Ham,Watford,0,0.6707274941463912,0.5813953488372093,0.08933214530918188,0.15365128993179278,1.72
2022-02-09,2021_22,Tottenham,Southampton,1,0.9647953456484277,0.5555555555555556,0.40923979009287215,0.73663162216717,1.8
2022-02-10,2021_22,Liverpool,Leicester,0,0.8412046884766099,0.7518796992481203,0.08932498922848964,0.11880223567389114,1.33
2022-02-10,2021_22,Wolves,Arsenal,0,0.6252415266584566,0.4347826086956522,0.19045891796280434,0.43805551131445,2.3
2022-02-12,2021_22,Man United,Southampton,0,0.8166661424989416,0.5813953488372093,0.2352707936617323,0.40466576509817953,1.72
2022-02-12,2021_22,Norwich,Man City,1,0.8539471110786507,0.6944444444444444,0.1595026666342063,0.22968383995325703,1.44
2022-02-13,2021_22,Leicester,West Ham,1,0.8774840257949987,0.6024096385542169,0.2750743872407818,0.4566234828196978,1.66
2022-02-13,2021_22,Tottenham,Wolves,0,0.5546712909184963,0.45454545454545453,0.10012583637304179,0.22027684002069203,2.2
2022-02-13,2021_22,Newcastle,Aston Villa,0,0.7047984736639209,0.5405405405405405,0.16425793312338044,0.3038771762782537,1.85
2022-02-15,2021_22,Man United,Brighton,0,0.774451819229334,0.5208333333333334,0.25361848589600067,0.48694749292032125,1.92
2022-02-19,2021_22,Man City,Tottenham,1,0.917823706963405,0.6369426751592356,0.28088103180416935,0.44098321993254586,1.57
2022-02-19,2021_22,Crystal Palace,Chelsea,0,0.6594083027569032,0.48780487804878053,0.17160342470812268,0.35178702065165135,2.05
2022-02-19,2021_22,Liverpool,Norwich,1,0.9278248240707376,0.7352941176470588,0.19253070642367887,0.26184176073620336,1.36
2022-02-19,2021_22,West Ham,Newcastle,0,0.904274347597284,0.5555555555555556,0.3487187920417284,0.6276938256751112,1.8
2022-02-19,2021_22,Arsenal,Brentford,1,0.6139886941770668,0.5076142131979695,0.1063744809790973,0.20955772752882162,1.97
2022-02-19,2021_22,Aston Villa,Watford,0,0.5908247608722053,0.49751243781094534,0.09331232306125992,0.1875577693531325,2.01
2022-02-20,2021_22,Leeds,Man United,1,0.8914513446312211,0.6211180124223602,0.2703333322088609,0.435236664856266,1.61
2022-02-23,2021_22,Liverpool,Leeds,1,0.9707215973164711,0.78125,0.18947159731647112,0.24252364456508313,1.28
2022-02-23,2021_22,Burnley,Tottenham,0,0.5359559851916692,0.47619047619047616,0.05976550900119304,0.12550756890250536,2.1
2022-02-24,2021_22,Arsenal,Wolves,1,0.731249739248322,0.45454545454545453,0.2767042847028675,0.6087494263463087,2.2
2022-02-26,2021_22,Crystal Palace,Burnley,0,0.5323450999566757,0.45454545454545453,0.07779964541122114,0.17115921990468652,2.2
2022-02-26,2021_22,Brentford,Newcastle,0,0.7752179469945488,0.4347826086956522,0.3404353382988966,0.7830012780874622,2.3
2022-02-26,2021_22,Leeds,Tottenham,1,0.8286555817264127,0.6211180124223602,0.20753756930405254,0.3341354865795245,1.61
2022-02-26,2021_22,Man United,Watford,0,0.6841622595162538,0.6211180124223602,0.06304424709389356,0.1015012378211686,1.61
2022-02-27,2021_22,West Ham,Wolves,0,0.5729459724871286,0.4347826086956522,0.13816336379147642,0.3177757367203957,2.3
2022-03-01,2021_22,Burnley,Leicester,0,0.7310319240371811,0.49504950495049505,0.23598241908668605,0.47668448655510587,2.02
2022-03-05,2021_22,Burnley,Chelsea,1,0.7042256723395796,0.47619047619047616,0.2280351961491034,0.4788739119131171,2.1
2022-03-05,2021_22,Newcastle,Brighton,1,0.637901519144698,0.4347826086956522,0.20311891044904573,0.46717349403280517,2.3
2022-03-05,2021_22,Wolves,Crystal Palace,0,0.5972826072924053,0.38167938931297707,0.21560321797942827,0.564880431106102,2.62
2022-03-05,2021_22,Liverpool,West Ham,0,0.9047472593213961,0.6666666666666666,0.23808059265472947,0.35712088898209426,1.5
2022-03-05,2021_22,Norwich,Brentford,1,0.6044140829158393,0.4347826086956522,0.1696314742201871,0.3901523907064304,2.3
2022-03-06,2021_22,Man City,Man United,1,0.8981099907630139,0.6211180124223602,0.2769919783406537,0.44595708512845245,1.61
2022-03-10,2021_22,Southampton,Newcastle,1,0.8639280773969443,0.5555555555555556,0.30837252184138875,0.5550705393144999,1.8
2022-03-10,2021_22,Norwich,Chelsea,1,0.9373216774717992,0.5813953488372093,0.35592632863458984,0.6121932852514946,1.72
2022-03-10,2021_22,Wolves,Watford,1,0.6990013363535101,0.4347826086956522,0.2642187276578579,0.6077030736130733,2.3
2022-03-12,2021_22,Brentford,Burnley,0,0.5566248478904525,0.4347826086956522,0.1218422391948003,0.28023715014804074,2.3
2022-03-12,2021_22,Man United,Tottenham,1,0.8620619705810247,0.5813953488372093,0.2806666217438154,0.48274658939936255,1.72
2022-03-13,2021_22,Chelsea,Newcastle,0,0.666635685140239,0.5813953488372093,0.08524033630302963,0.14661337844121092,1.72
2022-03-13,2021_22,West Ham,Aston Villa,1,0.8002513137689639,0.49751243781094534,0.3027388759580185,0.6085051406756172,2.01
2022-03-13,2021_22,Arsenal,Leicester,0,0.6755271330080596,0.6211180124223602,0.054409120585699355,0.08759868414297589,1.61
2022-03-16,2021_22,Arsenal,Liverpool,0,0.8541558627478534,0.5813953488372093,0.27276051391064404,0.4691480839263078,1.72
2022-03-18,2021_22,Wolves,Leeds,1,0.7118146814508164,0.5025125628140703,0.20930211863674608,0.4165112160871247,1.99
2022-03-20,2021_22,Tottenham,West Ham,1,0.6712772691364042,0.5813953488372093,0.08988192029919484,0.15459690291461525,1.72
2022-03-20,2021_22,Leicester,Brentford,1,0.6821256950857375,0.5235602094240838,0.15856548566165374,0.30286007761375866,1.91
2022-04-02,2021_22,Man United,Leicester,0,0.804252365028327,0.6369426751592356,0.16730968986909134,0.2626762130944733,1.57
2022-04-02,2021_22,Wolves,Aston Villa,1,0.472130149738627,0.42194092827004215,0.050189221468584844,0.11894845488054595,2.37
2022-04-02,2021_22,Liverpool,Watford,0,0.9351504849528794,0.7352941176470588,0.19985636730582068,0.27180465953591604,1.36
2022-04-02,2021_22,Chelsea,Brentford,1,0.5763531090285638,0.5235602094240838,0.05279289960448008,0.10083443824455696,1.91
2022-04-03,2021_22,Tottenham,Newcastle,1,0.9316805016893155,0.5555555555555556,0.3761249461337599,0.677024903040768,1.8
2022-04-08,2021_22,Newcastle,Wolves,0,0.7184001917223634,0.42194092827004215,0.2964592634523212,0.7026084543820013,2.37
2022-04-09,2021_22,Aston Villa,Tottenham,1,0.630229729648376,0.5376344086021505,0.09259532104622548,0.17222729714597929,1.86
2022-04-09,2021_22,Everton,Man United,0,0.6085064244838482,0.5405405405405405,0.06796588394330771,0.12573688529511928,1.85
2022-04-09,2021_22,Arsenal,Brighton,1,0.6408660849237625,0.49019607843137253,0.15067000649238999,0.30736681324447557,2.04
2022-04-09,2021_22,Southampton,Chelsea,1,0.8260451519457847,0.5128205128205129,0.31322463912527176,0.6107880462942801,1.95
2022-04-10,2021_22,Leicester,Crystal Palace,1,0.656875673461362,0.5025125628140703,0.1543631106472917,0.30718259018811045,1.99
2022-04-10,2021_22,Brentford,West Ham,0,0.6378791135682443,0.47619047619047616,0.16168863737776817,0.33954613849331317,2.1
2022-04-10,2021_22,Man City,Liverpool,1,0.852129396572705,0.5813953488372093,0.2707340477354957,0.4656625621050525,1.72
2022-04-16,2021_22,Man United,Norwich,1,0.7444581772075706,0.6666666666666666,0.07779151054090394,0.1166872658113558,1.5
2022-04-16,2021_22,Southampton,Arsenal,0,0.6195192618472811,0.5263157894736842,0.09320347237359694,0.17708659750983413,1.9
2022-04-16,2021_22,Tottenham,Brighton,0,0.6625694164456949,0.5263157894736842,0.1362536269720107,0.25888189124682026,1.9
2022-04-17,2021_22,West Ham,Burnley,0,0.6844768176396034,0.5128205128205129,0.17165630481909055,0.3347297943972267,1.95
2022-04-17,2021_22,Newcastle,Leicester,1,0.858206629021566,0.5025125628140703,0.35569406620749566,0.7078311917529163,1.99
2022-04-19,2021_22,Liverpool,Man United,1,0.9328112142640368,0.6666666666666666,0.26614454759737016,0.3992168213960552,1.5
2022-04-20,2021_22,Man City,Brighton,1,0.8396225498392514,0.6211180124223602,0.21850453741689124,0.35179230524119487,1.61
2022-04-20,2021_22,Chelsea,Arsenal,1,0.7759120233710319,0.47619047619047616,0.29972154718055577,0.6294152490791671,2.1
2022-04-20,2021_22,Everton,Leicester,0,0.6198354425674267,0.5208333333333334,0.09900210923409336,0.19008404972945936,1.92
2022-04-20,2021_22,Newcastle,Crystal Palace,0,0.6585880539206747,0.45454545454545453,0.20404259937522012,0.44889371862548444,2.2
2022-04-21,2021_22,Burnley,Southampton,0,0.577880880871828,0.5050505050505051,0.0728303758213229,0.1442041441262194,1.98
2022-04-23,2021_22,Brentford,Tottenham,0,0.7542076617991977,0.5291005291005292,0.22510713269866856,0.4254524808004836,1.89
2022-04-23,2021_22,Man City,Watford,1,0.9665139817027467,0.7352941176470588,0.23121986405568795,0.3144590151157356,1.36
2022-04-23,2021_22,Leicester,Aston Villa,0,0.7412576447228686,0.5405405405405405,0.20071710418232813,0.371326642737307,1.85
2022-04-23,2021_22,Arsenal,Man United,1,0.7078336761952982,0.5524861878453039,0.15534748834999434,0.2811789539134899,1.81
2022-04-24,2021_22,Liverpool,Everton,0,0.7915442137909526,0.6944444444444444,0.09709976934650821,0.1398236678589717,1.44
2022-04-24,2021_22,Chelsea,West Ham,0,0.646254851718477,0.5464480874316939,0.09980676428678303,0.18264637864481292,1.83
2022-04-28,2021_22,Man United,Chelsea,0,0.7382567946242399,0.5376344086021505,0.20062238602208937,0.37315763800108614,1.86
2022-04-30,2021_22,Wolves,Brighton,1,0.8414965257807182,0.4,0.4414965257807182,1.1037413144517956,2.5
2022-04-30,2021_22,Leeds,Man City,1,0.7450511479614467,0.6666666666666666,0.07838448129478004,0.11757672194216995,1.5
2022-04-30,2021_22,Newcastle,Liverpool,0,0.8262867131263036,0.6024096385542169,0.22387707457208672,0.3716359437896639,1.66
2022-05-01,2021_22,Everton,Chelsea,0,0.5468308810410618,0.49504950495049505,0.051781376090566766,0.10459837970294483,2.02
2022-05-01,2021_22,West Ham,Arsenal,1,0.8872243605504564,0.5291005291005292,0.3581238314499272,0.6768540414403625,1.89
2022-05-01,2021_22,Tottenham,Leicester,1,0.9455715964091953,0.6369426751592356,0.30862892124995966,0.48454740636243665,1.57
2022-05-02,2021_22,Man United,Brentford,1,0.6984673599475657,0.5813953488372093,0.11707201111035637,0.20136385910981303,1.72
2022-05-07,2021_22,Crystal Palace,Watford,0,0.6388415329128628,0.5025125628140703,0.13632897009879252,0.27129465049659696,1.99
2022-05-07,2021_22,Liverpool,Tottenham,0,0.96394088965312,0.6535947712418301,0.3103461184112899,0.47482956116927366,1.53
2022-05-07,2021_22,Brentford,Southampton,1,0.7831564339831701,0.5128205128205129,0.27033592116265726,0.5271550462671817,1.95
2022-05-07,2021_22,Burnley,Aston Villa,1,0.7879466888250254,0.48309178743961356,0.3048549013854118,0.6310496458678023,2.07
2022-05-07,2021_22,Chelsea,Wolves,1,0.749402101429803,0.5181347150259068,0.2312673864038962,0.4463460557595198,1.93
2022-05-08,2021_22,Man City,Newcastle,1,0.9126205558070911,0.6666666666666666,0.2459538891404245,0.36893083371063673,1.5
2022-05-08,2021_22,Arsenal,Leeds,1,0.7892442679190675,0.6211180124223602,0.16812625549670734,0.2706832713496987,1.61
2022-05-08,2021_22,Leicester,Everton,1,0.6389742952236803,0.49751243781094534,0.14146185741273498,0.28433833339959724,2.01
2022-05-10,2021_22,Aston Villa,Liverpool,1,0.8326370010286511,0.6211180124223602,0.21151898860629093,0.3405455716561283,1.61
2022-05-11,2021_22,Leicester,Norwich,1,0.7555148385493751,0.6211180124223602,0.13439682612701487,0.21637889006449385,1.61
2022-05-11,2021_22,Wolves,Man City,1,0.8321239841479215,0.6024096385542169,0.22971434559370463,0.38132581368554974,1.66
2022-05-12,2021_22,Tottenham,Arsenal,1,0.8564514958268142,0.5555555555555556,0.30089594027125866,0.5416126924882656,1.8
2022-05-15,2021_22,Tottenham,Burnley,0,0.8105120820764778,0.6369426751592356,0.1735694069172422,0.27250396886007033,1.57
2022-05-15,2021_22,West Ham,Man City,1,0.8182592519622539,0.6535947712418301,0.16466448072042383,0.2519366555022484,1.53
2022-05-15,2021_22,Aston Villa,Crystal Palace,0,0.7344310660448921,0.5181347150259068,0.21629635101898526,0.41745195746664154,1.93
2022-05-15,2021_22,Watford,Leicester,1,0.9466357452256823,0.5813953488372093,0.36524039638847294,0.6282134817881735,1.72
2022-05-15,2021_22,Everton,Brentford,1,0.6106998548283706,0.4926108374384237,0.11808901738994693,0.23972070530159217,2.03
2022-05-16,2021_22,Newcastle,Arsenal,0,0.6135330901227504,0.5263157894736842,0.08721730064906619,0.16571287123322564,1.9
2022-05-19,2021_22,Everton,Crystal Palace,1,0.7692985435863963,0.5,0.26929854358639627,0.5385970871727925,2.0
2022-05-19,2021_22,Aston Villa,Burnley,0,0.6405065038913722,0.5025125628140703,0.1379939410773019,0.2746079427438306,1.99
2022-05-22,2021_22,Man City,Aston Villa,1,0.886648222808048,0.6944444444444444,0.19220377836360358,0.2767734408435891,1.44
2022-05-22,2021_22,Burnley,Newcastle,1,0.7011791587794945,0.5154639175257733,0.1857152412537213,0.3602875680322193,1.94
2022-05-22,2021_22,Liverpool,Wolves,1,0.8029610893555423,0.6944444444444444,0.10851664491109791,0.1562639686719809,1.44
2022-05-22,2021_22,Brentford,Leeds,1,0.8607781707727327,0.6369426751592356,0.22383549561349703,0.3514217281131904,1.57
2022-05-22,2021_22,Leicester,Southampton,1,0.7183985306148689,0.6369426751592356,0.08145585545563327,0.12788569306534425,1.57
2022-08-05,2022_23,Crystal Palace,Arsenal,0,0.7941737412933868,0.47619047619047616,0.31798326510291064,0.6677648567161123,2.1
2022-08-06,2022_23,Everton,Chelsea,0,0.6400898538595983,0.49504950495049505,0.14504034890910322,0.2929815047963884,2.02
2022-08-06,2022_23,Newcastle,Nott'm Forest,0,0.8786844136102714,0.48780487804878053,0.39087953556149085,0.8013030479010561,2.05
2022-08-06,2022_23,Tottenham,Southampton,1,0.9622456184173853,0.6211180124223602,0.3411276059950251,0.5492154456519904,1.61
2022-08-06,2022_23,Leeds,Wolves,1,0.5707490506321272,0.48780487804878053,0.08294417258334669,0.17003555379586066,2.05
2022-08-06,2022_23,Bournemouth,Aston Villa,0,0.7407122954941298,0.5,0.24071229549412976,0.4814245909882595,2.0
2022-08-07,2022_23,Leicester,Brentford,1,0.7711259092285792,0.5813953488372093,0.18973056039136982,0.3263365638731561,1.72
2022-08-07,2022_23,Man United,Brighton,1,0.7999225176866351,0.5208333333333334,0.27908918435330177,0.5358512339583394,1.92
2022-08-07,2022_23,West Ham,Man City,0,0.763816794173879,0.6535947712418301,0.11022202293204897,0.16863969508603494,1.53
2022-08-13,2022_23,Brighton,Newcastle,0,0.6418363624552437,0.47619047619047616,0.1656458862647675,0.3478563611560117,2.1
2022-08-13,2022_23,Brentford,Man United,1,0.7286901393084586,0.5555555555555556,0.17313458375290303,0.31164225075522545,1.8
2022-08-13,2022_23,Man City,Bournemouth,1,0.9571160671620419,0.7518796992481203,0.20523636791392164,0.2729643693255157,1.33
2022-08-13,2022_23,Arsenal,Leicester,1,0.6682248684619225,0.6024096385542169,0.06581522990770561,0.10925328164679127,1.66
2022-08-14,2022_23,Chelsea,Tottenham,1,0.5749199985863346,0.5050505050505051,0.0698694935358295,0.13834159720094252,1.98
2022-08-14,2022_23,Nott'm Forest,West Ham,0,0.6832310471712606,0.5208333333333334,0.16239771383792723,0.3118036105688202,1.92
2022-08-15,2022_23,Liverpool,Crystal Palace,0,0.8153988606682033,0.6369426751592356,0.1784561855089677,0.2801762112490793,1.57
2022-08-20,2022_23,Bournemouth,Arsenal,1,0.784141446111316,0.5813953488372093,0.20274609727410664,0.3487232873114634,1.72
2022-08-20,2022_23,Crystal Palace,Aston Villa,1,0.8287064988037586,0.45454545454545453,0.37416104425830404,0.8231542973682691,2.2
2022-08-21,2022_23,Newcastle,Man City,1,0.9322138415730468,0.6024096385542169,0.32980420301882984,0.5474749770112575,1.66
2022-08-22,2022_23,Man United,Liverpool,1,0.81957295448281,0.6666666666666666,0.15290628781614335,0.2293594317242149,1.5
2022-08-27,2022_23,Chelsea,Leicester,1,0.686030342167438,0.6211180124223602,0.06491232974507777,0.10450885088957529,1.61
2022-08-27,2022_23,Arsenal,Fulham,1,0.8257245442442105,0.6666666666666666,0.15905787757754386,0.23858681636631562,1.5
2022-08-27,2022_23,Liverpool,Bournemouth,1,0.9184591667089115,0.7352941176470588,0.1831650490618527,0.2491044667241198,1.36
2022-08-27,2022_23,Man City,Crystal Palace,1,0.9109824171918537,0.6944444444444444,0.21653797274740927,0.31181468075626917,1.44
