Date,Bankroll,Outcome,Stake,CumulativeProfit
2022-05-15,4456.953379292344,Win,104.61332868573913,3456.953379292344
2022-05-15,4356.9230614147555,Lose,100.03031787758884,3356.9230614147555
2022-05-15,4493.776951729483,Win,190.07484765934385,3493.776951729483
2022-05-15,4547.639520746315,Win,52.29375632702094,3547.6395207463147
2022-05-16,4505.772720617617,Lose,41.866800128697896,3505.772720617617
2022-05-19,4627.11252375698,Win,121.33980313936387,3627.1125237569804
2022-05-19,4562.938692898742,Lose,64.17383085823833,3562.9386928987424
2022-05-22,4592.115421756544,Win,51.187243610178214,3592.1154217565436
2022-05-22,4672.803878616989,Win,141.55869624639615,3672.803878616989
2022-05-22,4709.313422561915,Win,82.97623623846778,3709.313422561915
2022-05-22,4794.148776567731,Win,90.25037660193192,3794.148776567731
2022-05-22,4860.493429208068,Win,150.7833014553107,3860.493429208068
2022-08-05,4712.963124738762,Lose,147.53030446930597,3712.9631247387624
2022-08-06,4645.27630962426,Lose,67.68681511450255,3645.2763096242597
2022-08-06,4468.025163660236,Lose,177.25114596402338,3468.025163660236
2022-08-06,4590.720585232434,Win,201.14003536425935,3590.720585232434
2022-08-06,4629.749871084037,Win,37.17074843009784,3629.7498710840373
2022-08-06,4518.306099180808,Lose,111.443771903229,3518.306099180808
2022-08-07,4592.030523527497,Win,102.39503381484644,3592.0305235274973
2022-08-07,4715.0627846478255,Win,133.73071860905267,3715.0627846478255
2022-08-07,4640.0489402785315,Lose,75.01384436929435,3640.0489402785315
2022-08-13,4665.395968964889,Win,38.40458891872319,3665.395968964889
2022-08-13,4729.070312381004,Win,192.95255580640972,3729.0703123810044
2022-08-13,4654.295894630287,Lose,74.77441775071729,3654.295894630287
2022-08-13,4726.819657044456,Win,90.6547030177118,3726.819657044456
2022-08-14,4759.515446096273,Win,33.363050052874534,3759.515446096273
2022-08-14,4678.861418886986,Lose,80.65402720928739,3678.861418886986
2022-08-15,4563.869693860385,Lose,114.9917250266006,3563.8696938603853
2022-08-20,4643.446075985593,Win,110.52275295167748,3643.446075985593
2022-08-20,4834.559705587862,Win,159.26135800189027,3834.5597055878616
2022-08-21,4966.899728771675,Win,200.51518664214146,3966.8997287716747
2022-08-22,5023.859993732786,Win,113.9205299222229,4023.8599937327863
2022-08-27,5102.185658738285,Win,178.01287501249794,4102.185658738285
2022-08-27,5165.734520620658,Win,176.52461633992385,4165.734520620658
2022-08-27,5087.721849687036,Lose,78.01267093362156,4087.7218496870364
2022-08-27,5114.307447894866,Win,43.58294788168656,4114.307447894866
2022-08-27,5175.3177644904545,Win,122.02063319117731,4175.3177644904545
2022-08-28,5059.520844750043,Lose,115.79691974041152,4059.5208447500427
2022-08-30,5126.740674603149,Win,93.36087479598179,4126.740674603149
2022-08-31,5229.355531498648,Win,142.5206345770816,4229.355531498648
2022-08-31,5268.788015716382,Win,78.8649684354685,4268.788015716382
2022-08-31,5293.2814095943,Win,111.33360853599484,4293.2814095943
2022-09-01,5222.89800338198,Lose,70.38340621232093,4222.89800338198
2022-09-03,5333.910418992923,Win,154.1839105707545,4333.910418992923
2022-09-03,5377.439003183481,Win,71.35833473861942,4377.439003183481
2022-09-03,5452.041992952511,Win,103.61526356809725,4452.041992952511
2022-09-04,5528.377464443104,Win,115.65980528877776,4528.377464443104
2022-09-04,5743.383607910845,Win,212.8773697700404,4743.383607910845
2022-09-16,5876.796164322501,Win,143.4543617329629,4876.796164322501
2022-09-17,6030.634618119681,Win,269.8920242055795,5030.634618119681
2022-09-17,6109.736879708055,Win,138.7758975234631,5109.736879708055
2022-10-01,6202.042781213431,Win,174.16207831203076,5202.042781213431
2022-10-01,6376.6017129353995,Win,158.68993792906218,5376.6017129353995
2022-10-01,6547.978403337596,Win,238.02318111416264,5547.978403337596
2022-10-02,6661.980411499345,Win,259.0954730948837,5661.980411499345
2022-10-02,6622.627039868955,Lose,39.353371630390455,5622.627039868955
2022-10-03,6653.446709224434,Win,46.696468720423,5653.446709224434
2022-10-08,6831.121225734478,Win,246.77016181950526,5831.121225734478
2022-10-08,6651.726908003637,Lose,179.39431773084144,5651.726908003637
2022-10-08,6694.317727168732,Win,170.36327666038213,5694.317727168732
2022-10-08,6861.973965145225,Win,192.7083195132104,5861.973965145225
2022-10-09,6944.620694304648,Win,93.91673768116289,5944.620694304648
2022-10-09,7101.949007713465,Win,276.01458492774873,6101.949007713465
2022-10-09,7151.626310887685,Win,57.76430601653459,6151.626310887685
2022-10-15,6926.179768918131,Lose,225.44654196955358,5926.179768918131
2022-10-15,7052.20588132275,Win,131.27720042147828,6052.20588132275
2022-10-15,6979.022906011701,Lose,73.18297531104939,5979.022906011701
2022-10-16,6800.279269119985,Lose,178.74363689171602,5800.279269119985
2022-10-16,6711.678524709544,Lose,88.60074441044094,5711.678524709544
2022-10-16,6547.97264282981,Lose,163.70588187973408,5547.97264282981
2022-10-16,6391.403232744298,Lose,156.5694100855112,5391.403232744298
2022-10-18,6294.82056839317,Lose,96.58266435112843,5294.82056839317
2022-10-18,6434.287171617227,Win,92.9777354827046,5434.287171617227
2022-10-19,6191.213039869491,Lose,243.07413174773615,5191.213039869491
2022-10-19,6089.083716425367,Lose,102.1293234441238,5089.083716425367
2022-10-19,6019.081328313119,Lose,70.00238811224796,5019.081328313119
2022-10-19,5857.415197930006,Lose,161.66613038311294,4857.415197930006
2022-10-20,5964.435307103111,Win,107.02010917310469,4964.435307103111
2022-10-22,6066.096981248924,Win,84.7180617881777,5066.096981248924
2022-10-22,6169.256608316273,Win,234.45369788033827,5169.256608316273
2022-10-22,6017.460330944956,Lose,151.79627737131662,5017.460330944956
2022-10-23,6193.75336446249,Win,244.85143544101982,5193.75336446249
2022-10-23,6460.939018178755,Win,290.41918882202714,5460.939018178755
2022-10-23,6591.5723300861,Win,138.97160841206895,5591.5723300861
2022-10-29,6481.501113540082,Lose,110.07121654601792,5481.501113540082
2022-10-29,6394.8197884456795,Lose,86.68132509440264,5394.8197884456795
2022-10-29,6496.391212517851,Win,282.14284464492107,5496.391212517851
2022-10-29,6665.902460952102,Win,154.101134940228,5665.902460952102
2022-10-29,6470.40200870583,Lose,195.50045224627195,5470.40200870583
2022-10-29,6614.776569232025,Win,153.58995800659102,5614.776569232025
2022-10-29,6810.258032918856,Win,203.62652467378143,5810.258032918856
2022-10-30,6907.314055994781,Win,194.1120461518491,5907.314055994781
2022-11-05,7164.089580241268,Win,320.9694053081093,6164.089580241268
2022-11-05,7281.623073678018,Win,114.11018780267034,6281.623073678018
2022-11-05,7351.312759763607,Win,248.89173601995924,6351.312759763607
2022-11-05,7571.082466730256,Win,199.7906426969541,6571.082466730256
2022-11-06,7303.249209450186,Lose,267.83325728007003,6303.249209450186
2022-11-06,7501.009441913397,Win,299.63671585334953,6501.009441913397
2022-11-06,7650.754114020047,Win,157.62597063858004,6650.754114020047
2022-11-06,8002.119746034641,Win,319.4233018314488,7002.119746034641
2022-11-06,8151.54175911504,Win,158.95958838340255,7151.54175911504
2022-11-12,7860.31023781022,Lose,291.2315213048194,6860.31023781022
2022-11-12,7942.664017373194,Win,205.88444890743455,6942.664017373194
2022-11-12,8131.7711619735,Win,310.0117124595188,7131.7711619735
2022-11-12,8256.905229796113,Win,113.75824347510263,7256.905229796113
2022-11-12,8053.123828727989,Lose,203.78140106812404,7053.123828727989
2022-11-13,8198.243324853673,Win,151.16614179758753,7198.243324853673
2022-12-26,8351.383740715275,Win,191.42551982700334,7351.383740715275
2022-12-26,8559.006890235414,Win,309.8852977912528,7559.006890235414
2022-12-26,8668.195189685568,Win,116.15776537250329,7668.195189685568
2022-12-26,8941.88802001498,Win,374.9216853827568,7941.88802001498
2022-12-26,9113.587054900103,Win,199.65004056409646,8113.587054900103
2022-12-27,9303.560648930754,Win,283.5426776576881,8303.560648930754
2022-12-28,9369.139995974212,Win,149.04397055331572,8369.139995974212
2022-12-30,9104.79279402001,Lose,264.34720195420243,8104.79279402001
2022-12-31,9158.003743368303,Win,59.787583537408345,8158.003743368303
2022-12-31,8929.863702772233,Lose,228.1400405960707,7929.8637027722325
2022-12-31,8771.50125765881,Lose,158.36244511342215,7771.501257658811
2023-01-01,8591.382694267548,Lose,180.1185633912622,7591.382694267548
2023-01-01,8409.280889056903,Lose,182.101805210644,7409.280889056903
2023-01-02,8476.049544476547,Win,117.1379919642875,7476.049544476547
2023-01-03,8672.053659080137,Win,192.16089667018582,7672.053659080137
2023-01-03,8768.031145799749,Win,181.0895975841727,7768.031145799749
2023-01-03,8562.000865343909,Lose,206.0302804558389,7562.000865343909
2023-01-03,8377.518467384754,Lose,184.48239795915424,7377.518467384754
2023-01-04,8548.915042539866,Win,186.30062516859843,7548.915042539866
2023-01-04,8647.541480119908,Win,123.28304697505207,7647.541480119908
2023-01-04,8590.648030325345,Lose,56.89344979456274,7590.648030325345
2023-01-05,8446.953383600621,Lose,143.69464672472438,7446.953383600621
2023-01-14,8692.945408217482,Win,336.9753761874807,7692.945408217482
2023-01-14,8472.52851983401,Lose,220.41688838347238,7472.52851983401
2023-01-15,8261.113577348036,Lose,211.4149424859738,7261.113577348036
2023-01-15,8149.23142339375,Lose,111.88215395428625,7149.23142339375
2023-01-15,8000.464002466865,Lose,148.76742092688485,7000.464002466865
2023-01-19,8103.904797737613,Win,195.1713118316004,7103.904797737613
2023-01-21,7927.798731535098,Lose,176.1060662025144,6927.798731535098
2023-01-21,8057.946597518792,Win,151.3347278880159,7057.946597518792
2023-01-22,8005.291985584173,Lose,52.654611934619794,7005.291985584173
2023-01-22,8196.367550384974,Win,261.7473490421927,7196.367550384974
2023-01-22,8333.231853629743,Win,273.7286064895376,7333.231853629743
2023-02-04,7956.4050366349975,Lose,376.82681699474534,6956.4050366349975
2023-02-04,8069.497065290175,Win,128.51366892633786,7069.497065290175
2023-02-04,8339.915594039008,Win,260.0178161046482,7339.915594039008
2023-02-04,8512.697117053707,Win,183.8101308667,7512.697117053707
2023-02-08,8732.814678887511,Win,386.17116111193695,7732.814678887511
2023-02-11,8587.84277375284,Lose,144.97190513467123,7587.84277375284
2023-02-11,8801.578542556888,Win,292.78872438910844,7801.578542556888
2023-02-11,8639.2336425597,Lose,162.34489999718826,7639.2336425597005
2023-02-11,8331.83329800748,Lose,307.40034455222195,7331.833298007479
2023-02-12,8408.973944571062,Win,154.2812931271639,7408.973944571062
2023-02-12,8144.470954461546,Lose,264.5029901095161,7144.470954461546
2023-02-13,8091.015300533659,Lose,53.455653927887425,7091.015300533659
2023-02-15,8265.519604923524,Win,198.3003458975744,7265.519604923524
2023-02-18,8326.696225866444,Win,59.977079355804804,7326.696225866444
2023-02-18,8174.912381834072,Lose,151.78384403237177,7174.912381834072
2023-02-18,7980.067075220501,Lose,194.84530661357167,6980.067075220501
2023-02-18,7739.101771243022,Lose,240.96530397747813,6739.101771243022
2023-02-18,7671.173827433798,Lose,67.92794380922413,6671.173827433798
2023-02-19,7826.960036401304,Win,251.2680789798493,6826.960036401304
2023-02-19,7781.345190974838,Lose,45.61484542646531,6781.345190974838
2023-02-25,7857.05628106125,Win,63.092575072009986,6857.05628106125
2023-02-25,7994.29274408138,Win,240.7657245967197,6994.29274408138
2023-02-26,7910.448998736526,Lose,83.84374534485379,6910.448998736526
2023-03-01,7985.6914247190225,Win,88.5205011558781,6985.6914247190225
2023-03-01,7876.036835224903,Lose,109.65458949411902,6876.036835224903
2023-03-04,7921.886209903506,Win,48.2624996616865,6921.886209903506
2023-03-04,7839.735884307123,Lose,82.15032559638252,6839.735884307123
2023-03-04,7967.4111509799295,Win,223.99169591720457,6967.4111509799295
2023-03-04,7818.47096426964,Lose,148.9401867102898,6818.47096426964
2023-03-04,7504.379143705273,Lose,314.0918205643666,6504.379143705273
2023-03-05,7706.488872476075,Win,134.7398191805344,6706.488872476075
2023-03-05,7905.884730021461,Win,297.60575753042707,6905.884730021461
2023-03-06,8169.399955584347,Win,280.33534634349536,7169.399955584347
2023-03-11,7938.307561625008,Lose,231.09239395933815,6938.307561625008
2023-03-11,8078.907466824093,Win,159.7726195444145,7078.907466824093
2023-03-12,7819.188169068622,Lose,259.71929775547005,6819.188169068622
2023-03-12,7638.187690210541,Lose,181.00047885808124,6638.187690210541
2023-03-12,7801.515880225007,Win,192.15081178172423,6801.515880225007
2023-03-12,7921.699415930927,Win,100.15294642159972,6921.699415930927
2023-03-15,7834.017714012622,Lose,87.68170191830558,6834.017714012622
2023-03-15,7705.2099631412775,Lose,128.80775087134396,6705.2099631412775
2023-03-17,7991.869305069907,Win,267.9059270361023,6991.869305069907
2023-03-18,7730.892842734908,Lose,260.97646233499876,6730.892842734908
2023-03-18,7879.076272078717,Win,152.76642200392612,6879.076272078717
2023-03-18,8134.166301861746,Win,212.57502481919107,7134.166301861746
2023-03-18,8447.201999945852,Win,295.31669630576005,7447.201999945852
2023-03-19,8589.057850965117,Win,194.32308358803542,7589.057850965117
2023-04-01,8779.939521944329,Win,284.89801638688317,7779.939521944329
2023-04-01,8971.666659600322,Win,191.72713765599246,7971.6666596003215
2023-04-01,9093.997782094057,Win,230.81343866742623,8093.997782094057
2023-04-01,9215.657251348015,Win,166.65680719720393,8215.657251348015
2023-04-01,9094.8435484917,Lose,120.81370285631436,8094.843548491701
2023-04-01,9026.244739517115,Lose,68.5988089745853,8026.244739517115
2023-04-02,8869.274858357274,Lose,156.9698811598416,7869.274858357274
2023-04-03,8717.792801662546,Lose,151.48205669472762,7717.7928016625465
2023-04-05,9145.149619095542,Win,388.50619766635975,8145.149619095542
2023-04-05,8931.454734066827,Lose,213.69488502871528,7931.454734066827
2023-04-08,9321.114710641743,Win,378.31065686885063,8321.114710641743
2023-04-08,9057.303000049724,Lose,263.81171059201847,8057.303000049724
2023-04-08,8842.03326648424,Lose,215.26973356548285,7842.033266484241
2023-04-08,8669.342646246345,Lose,172.69062023789638,7669.342646246345
2023-04-08,8820.746678880922,Win,178.1223913347961,7820.7466788809215
2023-04-09,9035.98908145117,Win,347.16516543588386,8035.989081451169
2023-04-09,9206.473669939185,Win,154.98598953456,8206.473669939185
2023-04-15,9478.442178551859,Win,405.9231471830948,8478.442178551859
2023-04-15,9559.030841129796,Win,67.15721881494733,8559.030841129796
2023-04-15,9807.995326130715,Win,232.67708878590625,8807.995326130715
2023-04-15,9614.410742809094,Lose,193.58458332162036,8614.410742809094
2023-04-15,9697.76210511617,Win,88.67166202880375,8697.76210511617
2023-04-15,9828.673624741692,Win,396.70157462279775,8828.673624741692
2023-04-16,9698.391256239416,Lose,130.2823685022766,8698.391256239416
2023-04-16,9949.253957222783,Win,313.57837622920886,8949.253957222783
2023-04-17,10165.895101279291,Win,380.07218255527835,9165.895101279291
2023-04-21,10294.701096906978,Win,257.61199125537314,9294.701096906978
2023-04-22,10120.743387649778,Lose,173.95770925720043,9120.743387649778
2023-04-22,10444.53520858563,Win,351.94763145201347,9444.53520858563
2023-04-22,10144.678556810777,Lose,299.8566517748541,9144.678556810777
2023-04-23,10509.83000369692,Win,424.59470568156144,9509.83000369692
2023-04-25,10187.564158189483,Lose,322.26584550743524,9187.564158189483
2023-04-25,9976.778400885,Lose,210.7857573044837,8976.778400885
2023-04-26,10088.84112103506,Win,167.25779126874752,9088.84112103506
2023-04-26,10277.512468504596,Win,304.3086249508645,9277.512468504596
2023-04-27,10339.883821534666,Win,62.37135303006993,9339.883821534666
2023-04-27,10608.024523463808,Win,400.2100028793154,9608.024523463808
2023-04-29,10929.075264278705,Win,377.7067538998797,9929.075264278705
2023-04-29,11410.506785312562,Win,401.1929341948816,10410.506785312562
2023-04-29,11661.929675183446,Win,253.96251502109445,10661.929675183446
2023-04-30,11319.523008858632,Lose,342.4066663248142,10319.523008858632
2023-04-30,11588.538056847967,Win,368.5137643689518,10588.538056847967
2023-04-30,12019.533256998364,Win,538.7440001879962,11019.533256998364
2023-04-30,12135.599191173762,Win,218.9923286328269,11135.599191173762
2023-04-30,12380.109622164433,Win,489.0208619813412,11380.109622164433
2023-05-02,12724.402107196584,Win,471.63354113993273,11724.402107196584
2023-05-03,12352.966064919146,Lose,371.4360422774362,11352.966064919146
2023-05-03,12537.038429031218,Win,418.34628207289063,11537.038429031218
2023-05-04,12285.338175990055,Lose,251.7002530411623,11285.338175990055
2023-05-06,11983.024826596215,Lose,302.31334939384084,10983.024826596215
2023-05-06,11744.530818670042,Lose,238.49400792617286,10744.530818670042
2023-05-06,11877.897754960763,Win,444.5564543024038,10877.897754960763
2023-05-06,11462.900203654634,Lose,414.997551306129,10462.900203654634
2023-05-08,11591.136521205366,Win,124.50127917546853,10591.136521205366
2023-05-08,11835.169604726003,Win,428.1282167028703,10835.169604726003
2023-05-08,11961.450573722868,Win,146.83833604286662,10961.450573722868
2023-05-13,11870.946804331608,Lose,90.50376939126079,10870.946804331608
2023-05-13,12165.140882582971,Win,403.00558664570326,11165.140882582971
2023-05-14,12252.664946076862,Win,165.13974244130375,11252.664946076862
2023-05-14,11941.807806006611,Lose,310.85714007025155,10941.807806006611
2023-05-18,12107.659173612516,Win,267.50220581597455,11107.659173612516
2023-05-20,11629.737424896184,Lose,477.92174871633074,10629.737424896184
2023-05-20,11454.210194481288,Lose,175.52723041489634,10454.210194481288
2023-05-20,11686.79285358378,Win,318.60638233218236,10686.79285358378
2023-05-21,11765.142249438053,Win,195.87348963568311,10765.142249438053
2023-05-21,11482.326840824242,Lose,282.8154086138108,10482.326840824242
2023-05-21,11660.456374493106,Win,222.6619170860784,10660.456374493106
2023-05-22,11350.779343626182,Lose,309.677030866923,10350.779343626182
2023-05-24,11044.400519969464,Lose,306.37882365671834,10044.400519969464
2023-05-25,11170.609915356814,Win,221.41999190763067,10170.609915356814
2023-05-28,11269.585791440933,Win,197.95175216823884,10269.585791440933
2023-05-28,11368.517397944312,Win,147.65911418414586,10368.517397944312
2023-05-28,11481.471499214796,Win,225.90820254096886,10481.471499214796
2023-05-28,11633.132129158952,Win,286.1521319701062,10633.132129158952
2023-08-11,11770.213887915574,Win,204.59963993525574,10770.213887915574
2023-08-12,11834.005387718116,Win,144.98068136941632,10834.005387718116
2023-08-12,12143.976672671311,Win,499.95368540837836,11143.976672671311
2023-08-12,12373.314032202543,Win,314.1607664811402,11373.314032202543
2023-08-13,12601.073250683883,Win,311.99892942649444,11601.073250683883
2023-08-14,12454.177564261587,Lose,146.8956864222963,11454.177564261587
2023-08-18,12979.63260520453,Win,437.8792007857851,11979.63260520453
2023-08-19,13268.1314396423,Win,300.5196192060118,12268.1314396423
2023-08-19,13642.603200036561,Win,512.9750142387123,12642.603200036561
2023-08-19,13263.548185497553,Lose,379.0550145390075,12263.548185497553
2023-08-19,12673.621353142766,Lose,589.9268323547875,11673.621353142766
2023-08-19,12837.105362658804,Win,495.4060894425411,11837.105362658804
2023-08-20,13000.069051346152,Win,169.7538423826552,12000.069051346152
2023-08-20,13327.834608943564,Win,356.2669104319691,12327.834608943564
2023-08-21,12958.816680999404,Lose,369.01792794415917,11958.816680999404
2023-08-25,13077.21550915151,Win,176.71466888374124,12077.21550915151
2023-08-26,12988.14629934882,Lose,89.06920980269085,11988.14629934882
2023-08-26,12816.408824678247,Lose,171.73747467057385,11816.408824678247
2023-08-26,13037.442531424853,Win,442.06741349321385,12037.442531424853
2023-08-26,13120.09366487501,Win,187.84348511399307,12120.09366487501
2023-08-27,13309.043665492989,Win,219.70930304416217,12309.043665492989
2023-09-01,13618.785558170297,Win,356.02516399690575,12618.785558170297
2023-09-02,13822.080419158774,Win,508.23715247119264,12822.080419158774
2023-09-02,13884.669423255611,Win,85.73836177648967,12884.669423255611
2023-09-03,14090.439986221065,Win,171.4754691378787,13090.439986221065
2023-09-03,14245.146557163169,Win,271.41503674053325,13245.146557163169
2023-09-03,14452.82307036398,Win,519.1912830020273,13452.82307036398
2023-09-16,14985.294764898203,Win,598.2828028474402,13985.294764898203
2023-09-16,14472.496999844958,Lose,512.7977650532443,13472.496999844958
2023-09-16,14709.50705514018,Win,382.2742827342289,13709.50705514018
2023-09-16,14409.629783364504,Lose,299.8772717756765,13409.629783364504
2023-09-16,14521.754138319991,Win,224.2487099109734,13521.754138319991
2023-09-16,14702.036292418295,Win,409.732168405237,13702.036292418295
2023-09-18,14404.924406492866,Lose,297.11188592542857,13404.924406492866
2023-09-23,14488.813220921395,Win,88.30401518792401,13488.813220921395
2023-09-23,14068.907062004195,Lose,419.9061589171992,13068.907062004195
2023-09-24,14284.967369506945,Win,322.4780708996268,13284.967369506945
2023-09-24,14430.106398362726,Win,362.84757213945255,13430.106398362726
2023-09-24,14563.45015412164,Win,266.6875115178248,13563.45015412164
2023-09-30,14765.52306374264,Win,381.2696407943381,13765.52306374264
2023-09-30,14905.037424106446,Win,317.07809173592494,13905.037424106446
2023-09-30,15069.922395777132,Win,458.01381019635113,14069.922395777132
2023-09-30,14767.183171794846,Lose,302.7392239822865,13767.183171794846
2023-10-01,14168.941713582022,Lose,598.2414582128234,13168.941713582022
2023-10-07,14280.117542953458,Win,171.03973749451507,13280.117542953458
2023-10-07,14562.18361684459,Win,293.81882696993006,13562.18361684459
2023-10-08,14251.427308128268,Lose,310.75630871632137,13251.427308128268
2023-10-08,14680.008209781257,Win,612.2584309328425,13680.008209781257
2023-10-08,14730.097520648653,Win,139.1369746316546,13730.097520648653
2023-10-21,15172.727565630192,Win,409.84263424216556,14172.727565630192
2023-10-21,15362.193570236843,Win,199.43789958594866,14362.193570236843
2023-10-21,15532.666313422777,Win,321.64668525647755,14532.666313422777
2023-10-21,15888.371334646225,Win,362.96430737086575,14888.371334646225
2023-10-21,16067.993823156772,Win,498.9513569737412,15067.993823156772
2023-10-22,16396.37436609507,Win,576.106215681228,15396.374366095071
2023-10-27,16657.17267954153,Win,277.4450143047431,15657.17267954153
2023-10-28,16876.74338402632,Win,609.9186235688593,15876.743384026318
2023-10-29,17209.882894358307,Win,475.91358618855605,16209.882894358307
2023-10-29,17589.313145405406,Win,790.4796896814566,16589.313145405406
2023-11-04,17786.26714706636,Win,269.8000022752785,16786.26714706636
2023-11-04,17462.340027940678,Lose,323.9271191256819,16462.340027940678
2023-11-04,17670.838163966535,Win,718.9590897443398,16670.838163966535
2023-11-05,17368.103654723232,Lose,302.73450924330285,16368.103654723232
2023-11-06,17511.30207580587,Win,204.56917297519482,16511.30207580587
2023-11-11,17816.933854871906,Win,244.50542325282905,16816.933854871906
2023-11-12,17975.12825198498,Win,210.9258628174328,16975.12825198498
2023-11-12,18437.11885593624,Win,659.9865770732295,17437.11885593624
2023-11-12,18749.136158303747,Win,709.1302326534169,17749.136158303747
2023-11-25,19152.814211030276,Win,469.3930845657334,18152.814211030276
2023-11-25,19440.775501773773,Win,338.7779891099976,18440.775501773773
2023-11-25,18765.03652352983,Lose,675.738978243944,17765.03652352983
2023-11-25,18930.277792203295,Win,226.35790229241653,17930.277792203295
2023-11-26,19126.679464614117,Win,392.8033448216476,18126.679464614117
2023-12-02,19702.810122441406,Win,823.0437968961289,18702.810122441406
2023-12-02,18985.712281435353,Lose,717.0978410060511,17985.712281435353
2023-12-02,19277.02085929227,Win,448.167042856797,18277.02085929227
2023-12-03,18577.533523686245,Lose,699.4873356060257,17577.533523686245
2023-12-03,18663.738952637894,Win,162.65175273896352,17663.738952637894
2023-12-03,18855.240766524792,Win,531.9494830191577,17855.240766524792
2023-12-03,19099.790688610232,Win,611.3748052135957,18099.790688610232
2023-12-05,19547.1073059462,Win,688.1794112861035,18547.1073059462
2023-12-06,20347.19242879738,Win,754.7972857086618,19347.19242879738
2023-12-06,19622.44530609564,Lose,724.7471227017422,18622.44530609564
2023-12-09,19431.701961963754,Lose,190.7433441318862,18431.701961963754
2023-12-09,18847.86135161845,Lose,583.8406103453044,17847.86135161845
2023-12-10,19154.08416800113,Win,577.7788988352493,18154.08416800113
2023-12-10,19316.809714455387,Win,452.015406817379,18316.809714455387
2023-12-16,19500.045197426614,Win,416.44427948006046,18500.045197426614
2023-12-16,19890.216329506227,Win,557.3873315423024,18890.216329506227
2023-12-17,20253.569813403104,Win,519.0764055669678,19253.569813403104
2023-12-17,19497.518145816277,Lose,756.0516675868264,18497.518145816277
2023-12-17,19631.237944737917,Win,140.75768307540935,18631.237944737917
2023-12-17,19419.293454729523,Lose,211.94449000839492,18419.293454729523
2023-12-23,18673.624814570983,Lose,745.6686401585389,17673.624814570983
2023-12-23,18834.34429992568,Win,169.17840563652493,17834.34429992568
2023-12-23,18229.967102181166,Lose,604.3771977445157,17229.967102181166
2023-12-23,17793.06197222001,Lose,436.9051299611566,16793.06197222001
2023-12-24,18137.469712582362,Win,400.47411670040833,17137.469712582362
2023-12-26,18389.590364503427,Win,345.37075605625466,17389.590364503427
2023-12-26,18998.454354621736,Win,761.0799876478875,17998.454354621736
2023-12-26,19172.514990065454,Win,280.7429603930945,18172.514990065454
2023-12-26,19986.973152613387,Win,740.4165114072124,18986.973152613387
2023-12-27,20317.72137123651,Win,321.1147753622538,19317.72137123651
2023-12-27,20590.110784536217,Win,299.32902560407496,19590.110784536217
2023-12-27,20941.670119126004,Win,481.58812957505006,19941.670119126004
2023-12-28,20083.264958618038,Lose,858.4051605079651,19083.264958618038
2023-12-30,20333.709213617345,Win,238.51833809457986,19333.709213617345
2023-12-30,20723.150487069175,Win,683.2303043014554,19723.150487069175
2023-12-30,21124.19302303384,Win,616.988516868713,20124.19302303384
2023-12-31,21281.029939995133,Win,392.0922924032334,20281.029939995133
2023-12-31,21635.380453513524,Win,485.41166235396116,20635.380453513524
2024-01-02,21365.21446268162,Lose,270.1659908319057,20365.21446268162
2024-01-13,21882.221967264093,Win,861.6791743041251,20882.221967264093
2024-01-14,22158.225960921518,Win,575.0083201196386,21158.225960921518
2024-01-20,22637.823429790627,Win,656.9828340672716,21637.823429790627
2024-01-20,23002.57802882421,Win,424.13325469021294,22002.57802882421
2024-01-21,23390.221892136353,Win,881.0087802548675,22390.221892136353
2024-01-22,22727.167432694765,Lose,663.0544594415878,21727.167432694765
2024-01-30,23257.884689527426,Win,816.4880874348628,22257.884689527426
2024-01-30,23512.841037553968,Win,509.91269605308366,22512.841037553968
2024-01-30,23168.33253348608,Lose,344.50850406788777,22168.33253348608
2024-01-31,23383.435817539,Win,430.20656810584734,22383.435817539
2024-02-01,23105.99080527952,Lose,277.44501225948005,22105.99080527952
2024-02-01,23340.274413460014,Win,312.378144240656,22340.274413460014
2024-02-03,23874.96041937184,Win,938.0456244067099,22874.96041937184
2024-02-04,24387.99305151977,Win,732.9037602113297,23387.99305151977
2024-02-04,24999.723195207414,Win,913.0300652054389,23999.723195207414
2024-02-04,24476.51437416447,Lose,523.2088210429417,23476.51437416447
2024-02-10,24244.55816585013,Lose,231.9562083143436,23244.55816585013
2024-02-10,24854.44831943627,Win,835.4659638166324,23854.44831943627
2024-02-10,25652.15611161274,Win,938.479755501732,24652.15611161274
2024-02-10,25327.783470289432,Lose,324.37264132331006,24327.783470289432
2024-02-11,25561.18197848293,Win,440.3745437613153,24561.18197848293
2024-02-11,26137.187958355047,Win,859.7104177195775,25137.187958355047
2024-02-12,26332.804269113607,Win,227.4608264634418,25332.804269113607
2024-02-17,26666.840753657307,Win,556.7274742394966,25666.840753657307
2024-02-19,26132.662711589146,Lose,534.178042068159,25132.662711589146
2024-02-21,26292.632387231348,Win,533.2322521406726,25292.632387231348
2024-02-24,25429.985606405695,Lose,862.6467808256544,24429.985606405695
2024-02-24,25794.94668034906,Win,331.78279449396825,24794.94668034906
2024-02-24,24911.52931871123,Lose,883.4173616378326,23911.52931871123
2024-02-26,25270.993591136114,Win,513.5203891784075,24270.993591136114
2024-03-02,25646.551919248268,Win,853.5416548003531,24646.551919248268
2024-03-02,25944.1465670294,Win,561.4993354360947,24944.1465670294
2024-03-03,26227.0968591876,Win,785.9730337727797,25227.0968591876
